player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles,week,year
Denico Autry,8982,ED,TEN,1,2,4.0,0,0,31,61.2,33.4,0.0,47.4,43.3,48.2,20.0,1,1,16,17,6.3,1,2,1,2022
Shaquil Barrett,9000,ED,TB,1,0,1.0,0,0,30,62.8,72.5,3.0,73.1,70.0,72.8,0.0,0,1,12,13,8.3,1,1,1,2022
Kerry Hyder,9045,DI,SF,1,0,,0,0,28,,53.5,75.9,54.4,56.5,,,0,0,11,11,0.0,0,0,1,2022
Adrian Phillips,9177,S,NE,1,1,-1.0,0,0,19,66.9,75.5,71.3,,77.8,79.5,0.0,0,0,10,10,10.0,1,1,1,2022
Mike Pennel,9316,DI,CHI,1,0,3.3,0,0,6,,45.0,73.8,56.0,48.4,69.8,0.0,0,0,9,9,22.2,2,3,1,2022
K'Waun Williams,9332,CB,DEN,1,0,,0,0,10,58.3,59.7,73.0,,62.9,26.9,,0,0,5,7,0.0,0,0,1,2022
Leonard Williams,9439,DI,NYG,1,1,3.3,0,0,21,60.0,71.2,79.2,57.9,75.0,72.1,0.0,0,0,20,21,10.0,2,3,1,2022
Arik Armstead,9450,DI,SF,1,1,-2.0,0,0,28,,48.5,77.7,56.0,48.8,69.0,0.0,0,0,25,26,4.0,1,1,1,2022
Bud Dupree,9455,ED,TEN,1,0,,0,0,31,60.6,51.2,77.4,64.1,39.8,69.9,,0,0,20,20,0.0,0,0,1,2022
Shaq Thompson,9458,LB,CAR,1,1,2.5,0,0,5,48.8,50.4,74.7,59.4,58.1,47.3,28.6,2,0,27,27,7.4,2,4,1,2022
Preston Smith,9471,ED,GB,1,1,3.0,0,0,12,62.7,58.8,78.2,59.7,55.6,25.7,40.0,2,0,23,23,4.3,1,2,1,2022
Eric Kendricks,9478,LB,MIN,1,3,,0,0,18,78.5,76.4,76.4,60.0,54.8,79.3,0.0,0,0,18,18,0.0,0,0,1,2022
Denzel Perryman,9481,LB,LV,1,0,8.0,0,0,23,78.3,70.5,71.8,59.9,50.8,77.7,0.0,0,0,9,9,0.0,0,1,1,2022
Ronald Darby,9483,CB,DEN,1,1,10.3,0,1,10,63.4,73.6,75.0,,90.2,79.6,0.0,0,1,18,20,11.1,2,3,1,2022
Jordan Phillips,9485,DI,BUF,1,1,2.0,0,0,4,59.1,83.1,0.0,90.0,71.2,37.4,0.0,0,1,8,8,12.5,1,1,1,2022
Markus Golden,9491,ED,ARZ,1,0,4.0,0,0,1,29.0,31.0,75.7,54.1,50.2,70.5,0.0,0,0,7,8,14.3,1,1,1,2022
Randy Gregory,9493,ED,DEN,1,0,,0,0,10,91.3,84.8,75.8,73.2,49.8,39.2,,0,1,7,8,0.0,0,0,1,2022
Frank Clark,9496,ED,KC,1,0,0.0,0,0,16,60.0,41.4,78.4,48.0,45.4,69.9,0.0,0,0,11,11,9.1,1,1,1,2022
P.J. Williams,9511,S,NO,1,0,,0,0,20,32.8,30.2,74.2,57.1,60.0,77.2,,0,0,0,1,,0,0,1,2022
Jordan Hicks,9517,LB,MIN,1,1,5.8,0,0,18,45.9,57.4,77.3,90.4,66.3,53.2,22.2,2,0,16,16,18.8,3,6,1,2022
Danielle Hunter,9521,ED,MIN,1,1,,1,0,18,60.0,71.1,80.5,72.1,55.5,36.9,0.0,0,1,14,14,0.0,0,0,1,2022
Carl Davis,9523,DI,NE,1,1,0.0,0,0,19,,72.1,0.0,65.2,81.0,68.4,0.0,0,1,6,6,16.7,1,1,1,2022
Henry Anderson,9526,ED,CAR,1,0,-1.0,0,0,5,,73.6,77.0,69.0,66.9,70.4,0.0,0,0,15,15,13.3,2,2,1,2022
Steven Nelson,9531,CB,HST,1,0,,0,0,13,72.4,63.1,79.1,,29.1,27.5,100.0,3,0,36,36,0.0,0,0,1,2022
Angelo Blackson,9533,DI,CHI,1,1,,0,0,6,,30.1,0.0,54.4,32.4,67.3,0.0,0,1,21,21,0.0,0,0,1,2022
Za'Darius Smith,9555,ED,MIN,1,0,0.0,0,0,18,61.5,55.0,77.9,65.2,40.9,73.8,0.0,0,0,14,14,7.1,1,1,1,2022
Kwon Alexander,9557,LB,NYJ,1,0,1.0,0,0,22,68.1,74.0,72.2,58.7,73.5,83.1,0.0,0,0,17,18,5.9,1,1,1,2022
Damien Wilson,9560,LB,CAR,1,1,,0,0,5,57.1,36.7,74.4,76.6,29.2,46.6,0.0,0,0,16,17,0.0,0,0,1,2022
Grady Jarrett,9570,DI,ATL,1,1,5.0,0,0,2,60.0,89.8,77.6,75.2,84.3,72.3,0.0,0,0,9,11,0.0,0,1,1,2022
Adrian Amos,9575,S,GB,1,1,,0,0,12,28.2,28.3,73.9,,69.5,22.3,0.0,0,0,28,28,0.0,0,0,1,2022
Bobby McCain,9578,S,WAS,1,0,8.0,0,0,32,58.6,55.0,80.4,67.1,43.6,29.8,66.7,2,1,16,19,0.0,0,1,1,2022
Quandre Diggs,9633,S,SEA,1,1,,0,0,29,61.4,62.9,80.4,,62.2,84.1,0.0,0,0,19,19,0.0,0,0,1,2022
Christian Ringo,9643,DI,NO,1,0,,0,0,20,,32.0,75.1,69.3,28.9,22.7,100.0,1,0,11,11,0.0,0,0,1,2022
Rakeem Nunez-Roches,9650,DI,TB,1,0,,0,0,30,60.0,59.2,75.0,65.4,56.4,,,0,0,8,8,0.0,0,0,1,2022
Troy Hill,9881,CB,LA,1,1,8.7,0,0,26,77.6,76.5,77.0,,62.0,61.1,0.0,0,0,19,19,0.0,0,3,1,2022
DeShawn Williams,9891,DI,DEN,1,1,4.0,0,0,10,,41.1,75.7,62.4,34.0,69.5,0.0,0,0,13,14,7.7,1,1,1,2022
Justin Coleman,9892,CB,SEA,1,1,5.0,0,0,29,54.3,57.2,75.7,,69.5,37.7,0.0,0,0,11,11,9.1,1,1,1,2022
Dean Marlowe,9966,S,ATL,1,0,,0,0,2,,21.1,64.2,,34.4,22.3,100.0,1,0,1,1,0.0,0,0,1,2022
Alex Singleton,9994,LB,DEN,1,1,2.3,0,0,10,64.1,67.8,73.8,71.0,63.0,65.9,0.0,0,0,18,20,16.7,3,4,1,2022
Bryce Callahan,10000,CB,LAC,1,1,,0,0,27,76.3,69.6,76.3,74.3,29.2,42.6,66.7,2,0,9,9,0.0,0,0,1,2022
Efe Obada,10235,ED,WAS,1,0,,0,0,32,60.0,40.4,77.5,52.0,42.7,20.9,100.0,1,0,10,12,0.0,0,0,1,2022
Erik Harris,10346,S,ATL,1,0,,0,0,2,,60.0,64.4,,60.0,,,0,0,1,1,0.0,0,0,1,2022
Joey Bosa,10637,ED,LAC,1,0,3.0,0,0,27,60.0,82.6,79.6,75.8,70.3,73.2,0.0,0,0,13,13,7.7,1,1,1,2022
Jalen Ramsey,10639,CB,LA,1,0,3.0,0,0,26,52.4,54.5,76.9,,63.2,78.9,0.0,0,0,20,20,5.0,1,1,1,2022
DeForest Buckner,10641,DI,IND,1,3,3.0,0,0,14,,70.9,78.3,74.1,58.8,71.3,0.0,0,0,22,22,9.1,2,2,1,2022
Leonard Floyd,10643,ED,LA,1,0,13.0,0,0,26,30.2,37.7,78.7,52.3,48.2,73.3,0.0,0,0,18,18,0.0,0,1,1,2022
Eli Apple,10644,CB,CIN,1,0,,0,0,7,72.1,70.6,77.5,55.0,61.6,29.6,,0,0,19,19,0.0,0,0,1,2022
Sheldon Rankins,10646,DI,NYJ,1,0,1.0,0,0,22,,52.5,75.8,49.8,59.7,67.4,0.0,0,0,10,12,10.0,1,1,1,2022
William Jackson III,10658,CB,WAS,1,0,14.5,0,0,32,50.0,54.5,77.5,84.3,53.2,63.8,0.0,0,1,17,20,0.0,0,2,1,2022
Kenny Clark,10661,DI,GB,1,0,2.3,0,0,12,,70.1,77.6,90.6,40.5,71.6,0.0,0,0,18,18,5.6,1,3,1,2022
Emmanuel Ogbah,10666,ED,MIA,1,1,0.0,0,0,17,60.0,76.5,79.3,58.8,84.3,74.3,0.0,0,0,13,13,15.4,2,2,1,2022
Myles Jack,10670,LB,PIT,1,3,-0.5,0,0,25,70.2,70.0,74.9,70.0,60.5,73.1,16.7,1,0,27,27,3.7,1,2,1,2022
Chris Jones,10671,DI,KC,1,0,-1.0,0,1,16,,92.4,77.2,78.9,92.5,26.2,0.0,0,0,11,11,9.1,1,1,1,2022
Xavien Howard,10672,CB,MIA,1,0,,0,0,17,53.6,55.2,78.3,58.6,64.9,75.4,,0,1,21,21,0.0,0,0,1,2022
Austin Johnson,10677,DI,LAC,1,0,1.0,0,0,27,,76.0,76.1,66.2,72.6,26.2,50.0,1,0,7,7,14.3,1,1,1,2022
Jihad Ward,10678,ED,NYG,1,1,3.0,0,0,21,48.6,69.7,78.0,61.7,76.9,75.8,0.0,0,0,20,20,20.0,4,5,1,2022
A'Shawn Robinson,10680,DI,LA,1,1,2.0,0,0,26,60.0,53.1,76.3,50.8,57.7,29.6,28.6,2,0,15,15,26.7,4,4,1,2022
Jarran Reed,10683,DI,GB,1,1,1.3,0,0,12,,62.1,76.8,52.8,68.2,71.4,0.0,0,0,16,16,18.8,3,3,1,2022
Vonn Bell,10695,S,CIN,1,1,,0,0,7,57.4,60.7,75.8,62.4,66.2,76.7,0.0,0,0,20,20,0.0,0,0,1,2022
James Bradberry,10696,CB,PHI,1,1,16.0,0,0,24,63.6,59.1,79.0,,42.4,27.5,33.3,1,0,25,26,0.0,0,1,1,2022
Adam Gotsis,10697,DI,JAX,1,0,1.0,0,0,15,,58.7,75.5,53.0,63.1,68.1,0.0,0,0,10,10,10.0,1,1,1,2022
Kevin Byard,10698,S,TEN,1,2,28.8,0,0,31,60.8,68.1,74.7,,74.7,88.9,0.0,0,0,29,29,0.0,0,4,1,2022
Carl Nassib,10699,ED,TB,1,0,,0,0,30,62.0,61.8,76.3,58.6,59.8,,,0,0,5,5,0.0,0,0,1,2022
Maliek Collins,10701,DI,HST,1,1,1.0,0,0,13,60.0,59.3,0.0,79.3,49.9,70.6,0.0,0,1,22,22,4.5,1,2,1,2022
Yannick Ngakoue,10703,ED,IND,1,0,2.5,0,0,14,60.9,46.1,14.9,52.9,51.9,73.5,0.0,0,1,21,21,4.8,1,2,1,2022
Jonathan Bullard,10706,DI,MIN,1,0,4.0,0,0,18,,55.5,76.1,52.5,60.4,68.1,0.0,0,0,10,10,10.0,1,1,1,2022
Kendall Fuller,10718,CB,WAS,1,1,,0,0,32,31.9,32.6,79.4,54.9,47.7,45.2,50.0,1,2,17,20,0.0,0,0,1,2022
Nick Vigil,10721,LB,ARZ,1,0,,0,0,1,31.2,28.2,73.0,58.1,33.2,33.3,,0,0,14,14,0.0,0,0,1,2022
Javon Hargrave,10723,DI,PHI,1,0,5.0,0,0,24,60.0,60.2,0.0,75.2,61.1,28.3,0.0,0,1,12,12,0.0,0,2,1,2022
Justin Simmons,10732,S,DEN,1,0,12.0,0,0,10,73.7,74.0,74.4,,55.7,61.5,50.0,1,0,18,20,0.0,0,1,1,2022
Miles Killebrew,10745,LB,PIT,1,0,,0,0,25,,60.0,61.5,,60.0,,,0,0,1,1,0.0,0,0,1,2022
De'Vondre Campbell,10749,LB,GB,1,4,8.0,0,0,12,75.9,71.2,77.1,,58.8,46.6,18.2,2,0,28,28,3.6,1,5,1,2022
Hassan Ridgeway,10750,DI,SF,1,2,6.0,0,0,28,60.0,74.0,73.4,69.5,65.9,70.6,0.0,0,0,9,9,0.0,0,1,1,2022
David Onyemata,10754,DI,NO,1,1,,0,0,20,,61.9,77.1,62.7,59.0,68.7,0.0,0,0,21,22,0.0,0,0,1,2022
Andrew Billings,10756,DI,LV,1,1,3.0,0,0,23,,78.0,76.8,53.3,80.6,70.1,0.0,0,0,20,21,5.0,1,2,1,2022
Deon Bush,10758,S,KC,1,0,,0,0,16,65.5,66.7,71.6,59.5,60.0,80.7,,0,0,3,3,0.0,0,0,1,2022
Dean Lowry,10771,DI,GB,1,2,1.0,0,0,12,,45.9,76.5,63.0,42.9,71.6,0.0,0,0,21,21,4.8,1,2,1,2022
Matthew Judon,10780,ED,NE,1,1,2.0,0,0,19,,67.8,78.0,67.9,59.2,74.5,0.0,0,0,16,17,6.3,1,2,1,2022
Quinton Jefferson,10781,DI,SEA,1,0,,0,0,29,60.0,57.8,76.8,59.8,53.2,69.2,,0,0,8,8,0.0,0,0,1,2022
Matt Ioannidis,10786,DI,CAR,1,2,2.7,0,0,5,,67.1,77.6,57.7,68.6,28.7,16.7,1,0,21,22,9.5,2,3,1,2022
D.J. Reader,10800,DI,CIN,1,0,-1.0,0,0,7,,88.4,76.9,76.3,79.0,69.0,0.0,0,0,16,16,12.5,2,2,1,2022
Anthony Brown,10823,CB,DAL,1,0,6.0,0,0,9,54.5,43.5,76.5,,28.7,32.4,66.7,2,0,33,33,0.0,0,1,1,2022
Kamu Grugier-Hill,10842,LB,HST,1,1,1.3,0,0,13,46.0,39.5,76.6,52.5,41.6,60.7,16.7,1,0,36,36,8.3,3,4,1,2022
Elandon Roberts,10848,LB,MIA,1,1,5.7,0,0,17,37.3,28.5,73.7,,32.5,38.5,20.0,1,0,18,18,5.6,1,3,1,2022
Jalen Mills,10867,CB,NE,1,0,7.0,0,0,19,46.2,50.7,77.4,,69.2,36.3,0.0,0,0,22,23,0.0,0,1,1,2022
Jayron Kearse,10878,S,DAL,1,3,7.0,0,0,9,46.2,55.1,75.7,59.4,69.1,64.3,14.3,1,0,22,22,0.0,0,3,1,2022
Mike Hilton,10898,CB,CIN,1,0,11.0,0,0,7,65.3,72.6,76.3,90.5,67.7,80.8,0.0,0,0,13,13,0.0,0,1,1,2022
Michael Pierce,11101,DI,BLT,1,0,0.5,0,0,3,76.5,89.9,77.5,76.1,69.1,70.1,0.0,0,0,14,14,14.3,2,2,1,2022
Morgan Fox,11184,DI,LAC,1,1,,0,0,27,,60.9,76.4,66.3,49.8,69.8,0.0,0,0,4,4,0.0,0,0,1,2022
Cory Littleton,11190,LB,CAR,1,1,5.0,0,0,5,82.7,53.6,73.9,59.0,31.9,28.1,33.3,1,0,13,14,0.0,0,1,1,2022
Jonathan Jones,11217,CB,NE,1,0,,0,0,19,66.2,55.8,77.3,,28.3,45.1,100.0,1,0,18,18,0.0,0,0,1,2022
Roy Robertson-Harris,11341,DI,JAX,1,0,1.0,0,0,15,,52.8,0.0,55.0,64.3,23.0,50.0,1,1,18,18,5.6,1,1,1,2022
Myles Garrett,11756,ED,CLV,1,0,,0,0,8,61.6,94.4,80.4,94.5,53.0,36.7,100.0,1,0,15,15,0.0,0,0,1,2022
Solomon Thomas,11758,DI,NYJ,1,1,,0,0,22,,50.4,74.4,58.8,49.7,67.3,0.0,0,0,8,8,0.0,0,0,1,2022
Jamal Adams,11761,S,SEA,1,0,11.5,0,0,29,81.0,87.0,73.2,60.0,58.0,80.0,0.0,0,0,6,6,0.0,0,2,1,2022
Marshon Lattimore,11766,CB,NO,1,1,,0,0,20,67.8,65.4,0.0,,74.7,76.9,0.0,0,2,34,36,0.0,0,0,1,2022
Haason Reddick,11768,ED,PHI,1,0,-1.0,0,0,24,51.2,59.0,79.2,45.4,79.5,34.9,0.0,0,0,19,19,10.5,2,2,1,2022
Derek Barnett,11769,ED,PHI,1,0,,0,0,24,,55.5,75.9,53.6,59.4,,,0,0,6,7,0.0,0,0,1,2022
Malik Hooker,11770,S,DAL,1,2,8.0,0,0,9,69.6,62.7,76.3,,48.2,51.7,20.0,1,0,26,26,3.8,1,2,1,2022
Marlon Humphrey,11771,CB,BLT,1,1,6.0,0,0,3,61.4,61.3,79.1,74.4,47.7,67.8,0.0,0,1,17,18,0.0,0,1,1,2022
Jonathan Allen,11772,DI,WAS,1,1,-1.0,0,0,32,59.7,69.7,77.0,70.0,61.9,71.4,0.0,0,0,13,14,15.4,2,2,1,2022
Adoree' Jackson,11773,CB,NYG,1,1,0.0,0,0,21,69.0,71.5,77.9,,74.9,79.6,33.3,1,1,25,26,4.0,1,1,1,2022
Charles Harris,11777,ED,DET,1,0,3.5,0,0,11,61.6,47.0,82.5,50.9,42.1,75.1,0.0,0,0,23,24,8.7,2,4,1,2022
Jabrill Peppers,11780,S,NE,1,0,,0,0,19,65.0,63.8,70.9,54.2,61.2,,,0,0,4,5,0.0,0,0,1,2022
T.J. Watt,11785,ED,PIT,1,0,1.6,0,0,25,62.0,84.6,15.2,84.8,71.0,76.1,0.0,0,1,21,21,19.0,4,5,1,2022
Budda Baker,11791,S,ARZ,1,4,11.3,0,0,1,57.4,60.2,76.5,52.5,68.6,74.9,11.1,1,0,20,21,5.0,1,4,1,2022
Marcus Maye,11794,S,NO,1,1,10.4,0,0,20,62.3,56.4,77.4,,46.4,54.2,25.0,2,1,34,36,0.0,0,5,1,2022
Marcus Williams,11797,S,BLT,1,0,19.0,0,0,3,65.7,63.5,82.6,55.0,49.8,87.8,0.0,0,0,17,18,0.0,0,1,1,2022
Sidney Jones,11798,CB,SEA,1,0,8.0,0,0,29,76.9,77.2,71.3,60.0,60.9,73.3,0.0,0,0,1,1,0.0,0,1,1,2022
Justin Evans,11805,S,NO,1,1,5.0,0,0,20,67.4,57.5,73.7,58.5,38.6,74.0,0.0,0,1,19,20,0.0,0,1,1,2022
DeMarcus Walker,11806,ED,TEN,1,0,1.0,0,0,31,,63.7,74.8,53.4,67.3,68.1,0.0,0,0,7,7,14.3,1,1,1,2022
Raekwon McMillan,11809,LB,NE,1,0,11.0,0,0,19,30.1,27.3,75.3,54.5,33.1,78.3,0.0,0,0,16,17,0.0,0,1,1,2022
Dalvin Tomlinson,11810,DI,MIN,1,0,3.0,0,0,18,,83.8,77.3,86.7,62.9,67.3,0.0,0,0,14,14,7.1,1,1,1,2022
Zach Cunningham,11812,LB,TEN,1,0,5.3,0,0,31,77.8,67.9,75.0,56.0,55.5,80.2,0.0,0,0,28,28,3.6,1,3,1,2022
Chidobe Awuzie,11815,CB,CIN,1,0,3.0,0,0,7,69.5,65.7,77.4,,45.7,64.1,0.0,0,1,19,19,5.3,1,1,1,2022
Josh Jones,11816,S,SEA,1,2,0.0,0,0,29,46.6,42.3,76.8,,52.2,30.6,25.0,1,0,13,13,7.7,1,1,1,2022
Larry Ogunjobi,11820,DI,PIT,1,0,2.5,0,0,25,,58.6,4.4,68.6,56.5,70.8,0.0,0,1,17,17,23.5,4,4,1,2022
